hai,hey
paruh,"beak, bill, neb, nib, pecker"
cubit,"pinch, tweak"
inikan,
selamanya,"always, ever, e'er"
adel,
genset,
blablabla,
bermaksud,plan
mempunyai,"give birth, deliver, bear, birth, have"
skor,"score, musical score"
supra,
album,album
north,
nyerang,
martabak,
clip,
haila,
robert,
soccer,
resign,
enek,
messenger,
puncak,crest
perasaanku,
tosca,Tosca
endingnya,
wedges,
sold,
selatan,south
leher,"neck, neck opening"
spesies,"kind, sort, form, variety"
merasakan,"find, feel"
kesitu,
ridho,
duet,"duet, duette, duo"
squid,
tears,
menulis,"expense, write off, write down"
umurnya,
membunuh,kill
meninggalkan,"leave, leave alone, leave behind"
ngedit,Edit
penduduk,resident
garden,
khasnya,
selesai-selesai,
menambah,add
cumi-cumi,squid
naha,
beranikan,
menurutnya,
login,
dalamnya,
boss,
zaki,
npc,
punk,"bum, cheap, cheesy, chintzy, crummy, punk, sleazy, tinny"
teruskan,
linknya,
topinya,
balai,gallery
bookers,
wudhu,
kodoknya,
wkwkwk,
kyb,
labirin,labyrinthine
lengserkan,
h2o,
instant,
daniel,
boxes,
beauty,
gitarnya,His guitar
gravel,"gravel, crushed rock"
saur,Saur
tim-tim,
galaxy,
wik,
sembuh,"bring around, cure, heal"
mounted,
biologi,biology
elegan,"courtly, formal, stately"
somehow,
everywhere,
syifa,
beginning,
acting,
irwan,
maaflah,
dit,
godain,
gasolin,"gasoline, gasolene, gas, petrol"
pecat,"dismissal, dismission, discharge, firing, liberation, release, sack, sacking"
bathroom,
while,
sekretaris,
oto,
objektif,objective
juice,
lover,
pati,"kernel, substance, core, center, centre, essence, gist, heart, heart and soul, inwardness, marrow, meat, nub, pith, sum, nitty-gritty"
lagipula,
sepupu,"cousin, first cousin, cousin-german, full cousin"
cookies,
melewati,beyond
ribu,"thousand-fold, thousand times"
besty,
bisik-bisik,
bangunnya,
menghadap,"confront, face up, face"
tanganku,
minna,Minna.
corner,
testimoni,Testimonial
petir,"bombshell, thunderbolt, thunderclap"
pertama-tama,"basically, fundamentally, essentially"
dewi-dewi,
ngalamin,
arwah,"die, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it"
garok,
tendang,"kick, boot, kicking"
cheese,
percobaan,"check, checkout, check-out procedure"
bawel,
e-cash,
moto,"motto, slogan, catchword, shibboleth"
menilai,evaluate
plate,
buatan,"artificial, contrived, hokey, stilted"
bk,BK.
ditemui,
counted,
wanget,
edan,"brainsick, crazy, demented, disturbed, mad, sick, unbalanced, unhinged"
baksonya,
michiels,
wi-fi,
cariin,
pikirkan,
hindari,
standing,Standing.
ngerti-ngerti,
diulang,
websitenya,the website
rapuh,"brittle, brickle, brickly"
aura,"air, aura, atmosphere"
sehat-sehat,
msan,
mabok,
rahmat,"blessing, benediction"
tipu-tipu,Tipu-trick
bbm,BBM
sekali-kali,Once-time
tega,Of
looting,Looting
mematikan,"anesthetize, anaesthetize, anesthetise, anaesthetise, put under, put out"
cenderung,lean
terdampar,stranded
restart,
senangnya,
ngada-ngada,Ngada
umpan,bait
mukbang,
samperin,
tahap,step
freddy,
bawa-bawa,
mendekat,"near, nigh, close"
sepuh,old
tebang,Collection
lambat,"late, belatedly, tardily"
offset,
kuase,
vaksin,vaccine
menjelaskan,"qualify, restrict"
kakaknya,
sambal,
ituin,
admin,
darahnya,His blood
wales,
sayap,wing
tongkol,"corncob, corn cob"
cutting,
pesisir,Coastal
flat,"apartment, flat"
juara,"champion, prizewinning"
kameranya,
nonono,
ok-jek,
questions,
pesta,"celebration, festivity"
oven,"microwave, microwave oven"
rafting,
beatles,
ut,
everytime,
dats,
slender,
wega,
possible,
anis,"anise, anise plant, pimpinella anisum"
yo-kai,
letting,
bijiannya,
said,
congrats,
siapanya,
below,
kamil,complete
hiburan,"refreshment, recreation"
koyok,"dog, domestic dog, canis familiaris"
muach,
terpaksa,have
kesannya,
rilis,
listen,
abay,
belalang,"grasshopper, hopper"
cewe,
garam,"strategic arms limitation talks, salt"
mitos,"fabulous, mythic, mythical, mythologic, mythological"
started,
te,
kesalahan,error
ngertilah,
umumnya,
merinding,shiver
juned,
ambillah,
meh,Meh.
bertumbuh,
bakteri,"bacteria, bacterium"
tyson,Tyson
arai,
hobo,
ml,
jalanan,"path, route, itinerary"
uno,
twitternya,
value,
protes,"protest, objection, dissent"
kroto,
sehari-hari,daily
boros,"consume, squander, waste, ware"
tenda,"camp, encamp, camp out, bivouac, tent"
drum,"drum, membranophone, tympan"
rizal,Rizal
singlet,Singlet
sensitif,Sensitive
lega,"easing, easement, alleviation, relief"
factory,
ekobo,
yok,
amel,
abangnya,
medis,medical
lek,lek
hani,
salma,Salma
haus,thirsty
sydney,
cd,
dian,"candle, taper, wax light"
lama2,
konsumsi,"consumption, ingestion, intake, uptake"
astagfirullahaladzim,
uber,
kemakan,Pulses
ratus,"hundred, one hundred, 100, c"
ngecat,Look
engkel,
membutuhkan,need
kenyataan,realistic
bosan,"tire, wear upon, tire out, wear, weary, jade, wear out, outwear, wear down, fag out, fag, fatigue"
kenongo,Kenongo
moyang,
bucket,Bucket
menyelamatkan,save
arab,"arab, arabian"
camping,"camping, encampment, bivouacking, tenting"
bisik,
aduduh,
gate,
tulus,sincere
sae,
edward,
pendek-pendek,
fc,
brothers,
penyakit,"diseased, morbid, pathologic, pathological"
expert,
sebulan,
arya,
rest,
einstein,
kangkung,
urus,"transaction, dealing, dealings"
knock,
mag,
catur,"chess, chess game"
birunya,
ss2,
tambahan,"extra, additional"
moore,
turnamen,
gemes,
rewel,troublesome
el,
kabelnya,
penguins,
berjuang,"contend, fight, struggle"
baliknya,
tugasnya,His job
wi,
akik,loom
sepanjang,Throughout
seto,
09.00,
ngobrol-ngobrol,
tegang,"tense, strain, tense up"
teleponnya,
wengi,
plang,
ajib,
ketemuan,
posts,
belinya,
ngajakin,Ngajakin
brazil,
miskin,"bony, cadaverous, emaciated, gaunt, haggard, pinched, skeletal, wasted"
series,
mito,
bra,"brassiere, bra, bandeau"
caption,
geng,"gang, pack, ring, mob"
menelepon,"call, telephone, call up, phone, ring"
tuan,"babu, baboo"
mutlak,absolute
tercinta,"beloved, darling, dear"
terutama,"chiefly, principally, primarily, mainly, in the main"
seneng-seneng,
ngeprint,
ngalah,
madrid,
temui,
busuk,"spoil, go bad"
alya,
bali,Bali
catnya,
gantinya,
afrika,
muntah,"vomit, vomit up, purge, cast, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up"
nyalakan,turn on
selai,marmalade
sebabnya,
sampaikan,
jos,
tenaga,activity
cukai,Excise
rata-rata,"about, around"
tracking,
mage,
rey,
tidur-tidur,sleep
menghargai,value
ngeteh,
melati,"jasminum, genus jasminum"
ngebahas,
bagai,like
melalui,"proceed, go"
rangers,Rangers
bakti,service
uye,
labu,"gourd, calabash"
dikejar-kejar,
dirasa,Feeled
inner,
anginnya,
ultinya,
lighting,
history,
aero,Aero
hanyalah,
reamur,
mercusuar,Lighthouse
ngga,
bread,
mister,
g-dragon,
header,
helen,
desk,
tes-tes,
kentut,"fart, break wind"
shine,
ming,
ditahan,"barricade, block, blockade, stop, block off, block up, bar"
western,
warning,
sometimes,
explore,
hardware,
bottle,
reward,
monas,
pm3,
dianya,
anak-anaknya,
sm,
tetangganya,neighbor
bikin-bikin,
aplikasi,application
saudi,
tingkir,
towards,
sumatera,
device,
pretty,
memohon,"fall over backwards, bend over backwards"
prewedding,
bakmi,
nangis-nangis,
hihi,
kegelapan,dark
ketutup,closed
paus,whale
induk,dam
ria,cheerful
kanannya,
jelajahi,
vagina,vaginal
kapak,wing
geh,
khusyuk,"captive, absorbed, engrossed, enwrapped, intent, wrapped"
ganda,double
pikir-pikir,
riau,Riau.
banten,
menangin,cry
selagi,"while, piece, spell, patch"
digantung,
hoping,
emot,Emoji
sayangnya,"unfortunately, unluckily, regrettably, alas"
spiky,
sedap,"mouth-watering, savory, savoury"
nanas,pineapple
ground,
lens,
netbook,
yul,Yul.
standar,"standard, criterion, measure, touchstone"
bakat,"giving, gift"
asia,
dalem,
sekali-sekali,"occasionally, on occasion, once in a while, now and then, now and again, at times, from time to time"
spastik,spastic
syekh,"sheik, tribal sheik, sheikh, tribal sheikh, arab chief"
lebih-lebih,remains
perjalanan,journey
punten,Punten
letakkan,
mandiri,independent
kamarnya,Room
prot,
nyesal,
olshop,
pegel,
harta,property
ks,
roller,
jing,
mafia,"organized crime, gangland, gangdom"
eneng,
liar,wild
sendal,"chock, wedge"
lusi,
blok,"group, grouping"
edc,
tip,tip
di-upgrade,
bca,
menggunakan,use
dipercaya,
ngehek,
andreas,
meaning,
usut,
inti,substance
horse,
vokal,Vocal
cast,
menambang,"grok, get the picture, comprehend, savvy, dig, grasp, compass, apprehend"
pojok,corner
kuret,
dibenerin,
sharp,
undur,"retirement, retreat"
mobilnya,His car
lolos,escape
sori,sorry
naluri,"instinct, inherent aptitude"
pus,
korean,Korean
setetes,Drop
astra,
ketindihan,
jacko,
nisan,"gravestone, headstone, tombstone"
predator,
plating,
rendang,"shady, shadowed, shadowy, umbrageous"
nehe,Nehe
ahoi,
wates,
sumi,
untukmu,for you
koreanya,
macan,"tiger, panthera tigris"
ido,Ido
mulia,"honorably, honourably"
accounting,
roni,
kepepet,
nabung,
askia,
mortal,
tsundere,
setinggi,high
thousand,
anemia,"anemic, anaemic"
nande,
content,
bapa,"church father, father of the church, father"
kuil,"place of worship, house of prayer, house of god, house of worship"
dekil,
mam,
confidence,
saying,
platform,platform
jatoh,
gomen,
ngebantu,
teacher,
bilang-bilang,"common purslane, pussley, pussly, verdolagas, portulaca oleracea"
sunny,
medok,thick
raket,"racket, racquet"
annyeonghaseyo,
portal,
samar,ambiguous
kkn,
dipikirkan,
shooting,
meninju,"punch, plug"
bacain,
anoa,Anoa.
ganas,"bad, tough"
kategori,category
yao,Yao.
sesaat,"fleeting, fugitive, momentaneous, momentary"
10.00,10.00.
sewaktu,
keliatan,plasticity
konspirasi,"conspiracy, cabal"
dakimakura,
horornya,Horror
indigo,"anil, indigo, indigotin"
keluargaku,My family
penjaga,Security
lagu-lagu,
patrol,
tandanya,
saigon,
freedom,
ngefek,
roy,Roy
nenekku,
basti,
testi,Testi.
pencet-pencet,
souvenir,
uv,
bendera,flag
hidupin,
saudaraku,Brother
zebra,zebra
study,
dikatain,Dikatin
reach,
loro,
berhati-hati,"argus-eyed, open-eyed, vigilant, wakeful"
ngomonge,
mancingnya,Its fishing
lembut,"softly, quietly"
informatif,"informative, informatory"
serius-serius,
penakut,"fearful, timorous, trepid"
sturridge,
bandung,
inai,henna
otomate,
mukena,Mukena
enteng,lightly
obeng,screwdriver
kurang-kurang,
sofia,
pengorbanan,"forfeit, forfeiture, sacrifice"
ambek,Amk
improvement,
legging,
dvd,
pancingannya,Paint
segitunya,
upacara,ceremony
papah,
bully,
mengoleksi,"gather, garner, collect, pull together"
pengemudi,driver
umpet,"hide-and-seek, hide and go seek"
diminta,Asked
perasaannya,
gotong,Mutualize
gen,Gene
speakers,Speakers
terlupakan,
william,
dikerjain,
tumben,
difficulty,
pratama,
prit,
s1ti,
banyakan,
tom,
sout,
genoa,
tensura,
sekarat,
seo,Seo.
taeyeon,
terharu,"touch, disturb"
filter,
bekal,"provide, supply, ply, cater"
reaction,
ucok,
kuno,"disused, obsolete"
dianggap,
dr,
knows,
jangkrik,
micro,
met,
meminta,request
beswan,
ciu,
fairy,
baku,standard
nevermind,
tekek,deaf
ian,
bertambah,"come to, revive, resuscitate"
ponsel,cellphone
nyontek,
merubah,"change, alter, modify"
mall,
mengetik,"type, typecast"
ujung-ujungnya,
won,"north korean won, won"
memberikan,render
turet,
minum-minum,
24jam,
tachs,
parepare,
dot,
mencengangkan,"perplex, vex, stick, get, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound"
studio,studio
prince,
dijawab,
dec,
husband,
diantara,
kenalin,
sempit,"narrow-minded, narrow"
ijonya,
itu-itu,
kutip,"pick, pluck, cull"
ketok,
lipat,
evan,Evan.
kid,
horizon,"horizon, view, purview"
centang,
pemakan,"predator, predatory animal"
flowers,
bedah,
nina,
trailer,"trailer, house trailer"
ho'oh,
handuk,towel
kalau-kalau,"potential, possible"
nggak-nggak,"no, no"
wizard,
added,
embel-embel,
gol,goal
akhirat,"eternity, timelessness, timeless existence"
jerapah,"giraffe, camelopard, giraffa camelopardalis"
naruhnya,
menurutmu,according to you
ketangkep,
taemin,
baskom,basin
iya-iya,Yes yes
mention,
tonjok,"punch, clout, poke, lick, biff, slug"
historis,"diachronic, historical"
merak,"peafowl, bird of juno"
ngajak-ngajak,
dengarnya,
maafin,
fasih,"eloquent, facile, fluent, silver, silver-tongued, smooth-spoken"
mahasiswa,college student
nanya-nanya,ask
ngerusak,
sial,unfortunate
dengannya,
sesungguhnya,"actually, really"
kutahu,
pengertian,definition
teorinya,
taman,"ballpark, park"
kurasa,I think
pohon-pohon,
siang-siang,early
beku,freeze
pas-pasan,Pasasan
mencintaimu,
jelajah,Browse
ngabisin,
mitra,Mitra
rekam,"pigeonhole, stereotype, stamp"
situs,"web site, website, internet site, site"
continued,
ram,hoop
sonya,
gacor,
mangsa,"apprehension, arrest, catch, collar, pinch, taking into custody"
bisa-bisanya,
kepengen,
kerap,"much, practically"
gedean,Gedean
hp-nya,
koleb,
subyek,subject
basicly,
gunting,"clip, clipping, snip"
lawak,"jest, joke, jocularity"
lunas,keel
catet,
ryan,
pendapat,vote
barang-barangnya,Her belongings
mutiara,pearl
masyarakat,"civil, civic"
announcement,
hebatnya,
peleng,Poke
oggy,
hafalkan,
awal-awal,
apinya,
beruntung,"golden, favorable, favourable, lucky, prosperous"
maksude,
gelar,
dea,
hook,
beli-beli,
exchange,
mencuci,bathe
nuklir,"nuclear, atomic"
tini,
effort,
surrenders,
wakwaw,
sushi,
kirimin,
noe,
sam,
kilat,"glitter, glisten, glint, gleam, shine"
namatin,
aldo,
irul,
practice,
hikmah,
lesson,
lets,
boring,
empire,
surf,
ilike,
keinginan,"impulse, impulsion, impetus"
berlaku,Valid
ngak,
excited,
ngeflash,
capai,achieved
tante-tante,
yeni,
japanese,
dipikirin,
iklan,"advertising, publicizing"
translations,
bong,
shot,
workshop,
evil-like,
berlawanan,"inverse, reverse"
ayla,
salahku,
indra,king
baikan,Bay
berhubungan,"communicate, intercommunicate"
batal,fault
fahmi,
triple,
kehabisan,
lenovo,
defense,
kotaknya,
sesudah,"subsequently, later, afterwards, afterward, after, later on"
trenggalek,
nyeri,painful
minimal,"minimal, minimum"
ucapan,"greeting, salutation"
iv,
yin,Yin.
elek,
app,
tujuannya,
ledakan,"burst, split, break open"
laporan,brief
lam,"getaway, lam"
champions,
bakhsh,
eta,
hidden,
bolt,bolt
tempat-tempat,
ellen,
airbrush,
bersahabat,"chummy, matey, pally, palsy-walsy"
untunglah,Fortunately
act,
otaknya,
lupa-lupa,
track,
kogoya,Kogoya
dikunci,
kei,
tekanan,"press, pressure, pressing"
hela,Hella.
ngilangin,
hindu,
agaknya,"presumably, presumptively"
timnas,
ranger,
lan,
hiasi,Decorate
paksa,Forced
fajar,"dawn, morning"
sia-sia,"vainly, in vain"
wu,
leaving,
domba,sheep
alfan,
krispi,
binggo,
bonus,"bonus, fillip"
ketahui,
higher,
hits,
yudi,
irish,
license,
timezone,
akurat,accurate
survive,
page,
mark,"mark, german mark, deutsche mark, deutschmark"
malang,"ill, badly"
ima,
kenangan,monumental
ember,
mengumpulkan,"rally, rallying"
yaa,
mcent,
kuatnya,
mendekati,"approach, approaching, coming"
konser,concert
masyaikh,head
sonic,
fashionable,
birds,
laila,
onde-onde,
zoom,
dicariin,
digigit,
terlanjur,"stumble, slip up, trip up"
rapper,
merusak,impair
perutku,
gi,ghee
kelly,
giant,
kiri-kanan,
diwaktu,
mk,
rapi,"effective, efficient"
intan,lover
tradisional,traditional
rakyat,public
global,"global, planetary, world(a), worldwide, world-wide"
blender,"blender, liquidizer, liquidiser"
fat,Fat
tryndamere,
goals,
huge,
feng,
ngejek,
penjual,crier
rw,
bangsa,racial
ijo-ijo,
diancurin,
mainannya,
bibir,lip
kaleng,"can, tin, tin can"
muke,
adududuh,
byur,
salto,
cerpen,"novelette, novella"
gatau,
wheel,
slayer,
wonderful,
focus,
kenek,
meningkat,"get up, turn out, arise, uprise, rise"
lembaran,
fanfare,
gobek,
hmmm,
leni,
uy,
ling,
doi,
danjen,
pondok,"booth, cubicle, stall, kiosk"
disembunyiin,
ngebully,Ngebully
liriknya,Lyrics
azzeta,Azzeta
valoran,Valorant
kaba-kaba,Kaba-kaba.
buruan,"pursuit, chase, pursual, following"
pramuka,"troop, scout troop, scout group"
berry,
platingnya,
onion,
futsal,
gelinding,
thinky,
holo,
onee-san,
crowe,
confuse,
tiktok,
barbie,
juan,
noodles,
kenji,
mukhlis,
kizi,
nintendo,
moge,
lyrics,
monyong,
outlast,
section,
etik,
enjoying,
nyusul,
crack,
vania,
photoshop,
dicatat,
busy,
ketek,monkey
sorrymasen,
bazzel,
cancer,
submit,
kerjasama,cooperation
yuki,
nadi,"pulse, pulse rate, heart rate"
gowes,
tesco,
kring,
ekskul,
ponpon,Ponpon.
forest,
facs,
harder,
nail,
sayurku,
durian,"durian, durion, durian tree, durio zibethinus"
tutor,
warfare,
agresif,aggressive
madura,
mun,
bung,"brother, comrade"
anime-anime,
ny,
moh,
speechless,
sheep,
ichsan,
both,
zainal,
pulpen,"ballpoint, ballpoint pen, ballpen, biro"
darat,terrestrial
anjay,
cone,
macem-macem,
pasangan,"match, mate, couple, pair, twin"
tetew-tetew,
terdengar,sounded
ditempel,sticked
conversation,
dimanapun,everywhere
dinamain,
sotong,squid
peserta,contestant
cita,feeling
nyapa,Greetings
fitur-fitur,
akatsuki,
sepenuh,full
monitor,"monitor, monitor lizard, varan"
wakil,behalf
heck,
gosip,"chitchat, chit-chat, chit chat, small talk, gab, gabfest, gossip, tittle-tattle, chin wag, chin-wag, chin wagging, chin-wagging, causerie"
syiah,
ketujuh,
selamatkan,
ninja,ninja
smule,
widya,Widya.
manjat,
genius,"ace, adept, champion, sensation, maven, mavin, virtuoso, genius, hotshot, star, superstar, whiz, whizz, wizard, wiz"
lidah,"clapper, tongue"
romeo,
bersabar,calm
bersatu,"compound, combine"
dibandingin,
mancing-mancing,Fishing
lapan,"eight, 8, viii"
kedap-kedip,
seasons,
throw,
telanjang,altricial
kobot,
ayunda,
debutnya,
responnya,
sedihnya,
opi,Opi.
harapan,hope
jadi-jadian,
obok-obok,Obok
cocoklogi,MemiLogi.
sumur,well
inisialnya,
tertentu,definite
m-town,
berbicara,"communicate, intercommunicate"
aryo,Aryo.
rupiah,rupiah
fallen,
spageti,spaghetti
hantu-hantu,
smiley,
kucing-kucing,
restoran,"restaurant, eating house, eating place, eatery"
ana,
hooke,
deskripsinya,Descriptions
bulet,
polri,
klip-klip,
gril,Gril
elak,escape
grupnya,Group
gombalin,Gombalin.
vesti,Vesti.
menggoda,"charm, influence, tempt"
letz,
plaza,"plaza, mall, center, shopping mall, shopping center, shopping centre"
melakukannya,Do it
singaku,
d-max,
terletak,set
nafasnya,
thread,Thread
sialnya,
lead,
halaman,compound
rifai,Rifai
sembelit,constipated
ups,
connection,
rate,
matamu,your eyes
penemu,"finder, discoverer, spotter"
setiaku,
sarannya,
neon,neon
larinya,
mangkanya,
ganti-gantian,
pulau-pulau,Islands
2lt,
jendral,
foreign,
tokopedia,
spesialis,"specialist, specializer, specialiser"
omset,
wiggle,
1hit,
twins,
memegang,hold
inginkan,
difollow,DIFOLLOW
oya,
1.00,1.00.
mila,
doko,
idul,Eid al-Eid
husna,
galih,Galih
ganjil,"curiously, oddly, peculiarly"
mudik,
goblin,
loker,
bought,
sidat,eel
karetnya,
masker,
au,
panggilan,"call, telephone, call up, phone, ring"
khawatir,
cuekin,
ditusuk,
scale,
classroom,
steel,
vivo,
ical,
sentence,
nantikan,
snack,
timnya,
held,
nganjuk,
ebi,
howard,
analog,"analogue, analog, linear"
gile,Gile.
freezer,
tawas,alum
emirates,
race,
jemaah,council
bean,
kelebihan,"plus, positive"
cemas,"panicky, panicked, panic-stricken, panic-struck, terrified, frightened"
scores,
eminem,
nomer,
malas,"faineant, indolent, lazy, otiose, slothful, work-shy"
aye,
kedip,
songo,
jatuh-jatuh,fall
related,
resto,
soda,"sodium carbonate, washing soda, sal soda, soda ash, soda"
joseph,
summer,
ngeklip,
ngemil,
starting,
debat,"argue, reason"
mengajak,ask
limit,
payah,"difficult, hard"
panic,
za,
lutut,"stifle, knee"
ntt,
bieber,
mama-mama,
gampang-gampang,
ita,
sara,
legenda,"caption, legend"
mengecek,"check, checkout, check-out procedure"
rita,
didatengin,
keluarganya,
sikon,
tetanggaku,My neighbor
review-review,
manyun,
seng,"zinc, zn, atomic number 30"
electric,
mie-nya,
ciri,trait
teach,
tae,
ekonomi,"economic, economical"
vira,
rif,
safe,
november,"november, nov"
nge-chat,
jagoan,"stud, he-man, macho-man"
manga,
risiko,risk
asalkan,
timbul,"brocaded, embossed, raised"
plat,plate
berhak,"true(a), lawful, rightful(a)"
winky,
berniat,contemplate
keberapa,
kaum,communal
cucu,grandchild
